order_id,order_datetime,customer_id,total_amount,num_items
982441,2024-02-07T09:19:43.305564,1,19.99,3
986700,2024-02-08T22:27:15.326536,28,3.84,1
1033036,2024-02-08T14:08:48.867986,25,80.52,5
1036537,2024-02-08T04:05:50.417816,12,5.24,1
1039703,2024-02-04T23:50:25.711137,7,43.04,2
1059864,2024-02-10T05:45:12.225109,28,41.68,3
1074165,2024-02-01T05:42:52.516899,29,70.98,4
1086271,2024-02-10T04:56:30.851622,29,5.76,1
1096330,2024-02-04T19:10:01.310524,27,61.09,2
1111002,2024-02-01T00:00:27.784252,10,31.31,4
1122970,2024-02-03T09:47:46.059430,19,13.20,1
1139384,2024-02-04T02:54:53.282120,3,63.83,2
1141320,2024-02-10T18:52:16.132981,6,11.56,1
1166642,2024-02-09T13:22:00.381352,5,22.11,1
1175003,2024-02-05T00:25:10.653320,22,56.37,5
1182388,2024-02-02T05:54:51.363185,10,58.10,2
1182417,2024-02-01T22:38:32.338080,11,29.60,2
1232094,2024-02-03T17:49:40.926888,21,37.71,4
1241115,2024-02-01T09:02:32.373769,23,43.00,1
1244648,2024-02-09T10:05:39.091918,29,2.88,1
1246691,2024-02-03T16:18:55.821175,28,80.16,4
1248720,2024-02-09T00:07:05.282593,29,12.78,2
1296998,2024-02-05T11:37:17.291084,17,26.32,3
1301151,2024-02-10T19:51:48.613738,3,36.16,2
1303828,2024-02-05T12:16:59.767259,3,44.87,5
1324149,2024-02-08T11:36:10.338003,20,61.64,4
1330853,2024-02-08T17:05:49.778797,3,48.15,4
1340264,2024-02-05T14:04:47.669371,19,27.55,1
1343221,2024-02-08T12:42:32.107890,13,54.47,3
1350220,2024-02-08T05:01:00.050232,3,62.15,5
1357256,2024-02-04T03:40:12.610122,19,9.32,1
1370790,2024-02-03T05:55:28.216613,9,75.31,4
1402271,2024-02-03T12:14:47.966738,21,30.76,3
1419850,2024-02-01T05:06:11.929083,6,51.32,2
1421196,2024-02-01T09:24:51.623553,23,36.54,2
1423423,2024-02-01T17:03:31.916583,21,17.05,1
1431729,2024-02-01T21:13:26.554598,27,2.88,1
1432019,2024-02-04T17:07:11.576598,8,45.26,3
1488975,2024-02-07T02:16:04.208930,9,12.69,2
1490343,2024-02-02T20:15:23.431728,12,23.20,1
1493514,2024-02-01T05:31:14.495105,2,3.93,1
1500262,2024-02-01T06:11:37.675496,26,59.81,3
1508543,2024-02-03T22:48:33.548836,5,57.88,3
1522749,2024-02-03T00:53:17.637600,14,49.24,4
1532921,2024-02-06T16:34:14.800100,8,27.40,1
1547560,2024-02-06T20:21:10.341842,3,39.54,2
1557066,2024-02-09T00:43:41.977104,7,38.32,3
1559367,2024-02-07T01:27:29.290152,21,60.82,2
1573801,2024-02-03T14:53:04.502840,30,8.92,1
1579073,2024-02-04T08:46:26.532041,12,54.09,3
1592259,2024-02-01T13:34:35.932062,15,17.05,1
1605399,2024-02-01T00:27:23.232967,4,51.44,2
1625376,2024-02-04T18:53:13.840452,27,97.72,5
1633942,2024-02-01T06:22:45.531757,10,76.20,4
1634776,2024-02-06T06:34:08.527135,4,23.80,2
1637063,2024-02-01T16:48:15.033904,18,43.44,2
1638980,2024-02-03T11:28:16.863870,12,63.13,2
1646486,2024-02-05T23:01:05.558451,29,58.40,4
1668026,2024-02-04T13:01:09.424986,25,8.89,1
1692948,2024-02-10T11:50:35.639232,11,79.25,3
1696697,2024-02-05T02:02:11.568867,3,1.92,1
1707108,2024-02-03T08:09:41.621505,7,26.48,1
1713610,2024-02-09T09:57:45.315043,19,19.56,3
1715000,2024-02-08T16:39:36.930550,3,51.54,4
1728258,2024-02-08T13:40:49.327095,10,108.19,4
1745158,2024-02-04T02:45:20.626948,8,59.52,3
1751860,2024-02-08T05:39:44.327209,30,58.40,4
1766128,2024-02-10T16:17:11.457011,9,26.17,2
1772889,2024-02-05T05:21:44.712551,11,1.13,1
1775603,2024-02-01T19:35:33.032536,4,36.81,2
1779159,2024-02-03T08:28:11.930111,12,65.10,4
1781528,2024-02-04T21:21:22.904928,30,22.75,1
1790344,2024-02-10T07:04:53.522523,27,11.36,1
1808392,2024-02-01T06:14:27.923868,3,8.84,1
1810047,2024-02-09T16:13:38.230675,8,3.84,1
1820344,2024-02-05T07:07:41.774470,28,19.90,2
1820986,2024-02-10T06:17:26.757816,8,66.46,2
1825247,2024-02-02T21:22:33.699617,23,57.62,4
1826250,2024-02-08T11:14:04.954177,11,34.07,3
1851886,2024-02-10T12:27:05.624237,4,18.49,2
1857866,2024-02-10T07:36:35.920089,8,110.59,4
1857897,2024-02-05T22:46:44.876419,8,11.36,1
1860266,2024-02-05T09:22:29.443797,21,25.92,2
1880384,2024-02-08T10:48:40.675511,9,24.05,2
1897176,2024-02-10T19:05:05.289119,4,53.06,2
1898060,2024-02-10T15:22:54.508621,14,38.57,5
1900068,2024-02-06T19:21:51.085377,9,13.51,2
1901047,2024-02-09T06:32:53.540537,15,3.84,1
1907417,2024-02-03T12:28:08.721532,20,22.40,3
1924407,2024-02-03T09:52:28.785218,18,34.17,2
1943808,2024-02-06T22:59:07.867490,23,22.54,2
1959440,2024-02-08T23:36:56.734733,23,71.06,4
1963765,2024-02-03T10:23:42.929896,10,14.19,2
1970454,2024-02-05T21:59:38.625452,11,42.74,4
1984341,2024-02-08T10:14:59.260067,30,8.00,1
1991370,2024-02-09T18:44:58.525619,13,11.44,2
1996812,2024-02-06T07:18:34.606265,2,22.08,2
1999809,2024-02-08T12:08:41.211272,26,24.78,2
2009817,2024-02-04T02:48:23.933713,5,77.67,5
2026972,2024-02-01T12:01:18.285752,15,20.52,3
2032808,2024-02-05T08:31:04.187937,12,29.48,1
2034722,2024-02-06T00:39:58.303842,1,40.27,3
2038949,2024-02-08T07:17:40.986835,16,47.25,1
2078908,2024-02-05T00:25:57.221838,25,52.85,5
2080821,2024-02-01T19:19:09.798759,11,28.42,3
2082098,2024-02-10T03:53:25.163613,22,26.67,1
2084454,2024-02-08T00:43:57.525644,21,99.76,4
2105339,2024-02-09T22:00:27.760002,26,37.02,4
2118947,2024-02-09T05:40:04.124960,14,61.64,2
2120572,2024-02-03T21:09:17.117674,15,37.80,2
2146426,2024-02-04T11:29:56.816230,14,21.84,2
2155701,2024-02-10T07:44:28.122255,3,0.00,1
2158534,2024-02-07T09:39:38.342412,11,18.92,2
2178057,2024-02-05T10:29:20.517883,24,9.94,2
2187744,2024-02-07T05:59:45.584602,18,23.95,2
2194952,2024-02-01T01:41:28.003065,14,15.70,2
2202023,2024-02-04T14:57:14.225658,7,3.71,1
2212514,2024-02-03T14:06:57.670687,3,45.77,2
2214243,2024-02-09T01:00:33.073021,14,57.56,3
2218066,2024-02-03T01:54:39.786623,5,31.19,2
2226910,2024-02-01T03:27:23.040565,1,34.40,3
2236005,2024-02-09T23:52:58.363493,8,75.86,4
2236496,2024-02-01T17:33:45.281655,18,85.11,3
2246239,2024-02-05T15:31:16.327974,24,53.05,2
2263908,2024-02-01T05:54:59.324235,25,29.59,3
2281576,2024-02-09T05:14:49.283525,24,28.48,2
2289897,2024-02-01T19:40:50.994857,27,95.49,4
2293217,2024-02-04T21:15:11.861695,27,44.21,3
2295761,2024-02-01T17:22:56.698777,3,66.08,4
2302049,2024-02-10T07:31:39.874303,4,19.80,1
2303007,2024-02-10T01:00:48.070034,26,8.74,2
2306071,2024-02-06T22:00:06.798054,10,90.76,4
2310304,2024-02-10T20:59:21.688368,22,8.51,2
2317660,2024-02-09T05:14:43.810231,8,6.00,1
2328863,2024-02-06T02:06:39.438035,12,3.05,1
2338306,2024-02-08T22:15:47.557559,28,43.00,1
2340921,2024-02-04T03:08:16.468730,28,63.65,4
2389320,2024-02-03T05:10:51.144873,15,66.73,3
2393946,2024-02-09T06:17:27.556408,21,41.80,2
2398466,2024-02-08T14:44:31.291684,20,40.62,2
2411206,2024-02-01T01:31:03.053194,30,36.66,3
2413395,2024-02-10T16:17:36.736317,6,44.45,1
2419752,2024-02-10T17:29:41.169084,2,73.93,2
2427499,2024-02-08T07:12:44.191481,8,70.97,3
2436167,2024-02-04T05:35:45.254605,16,55.23,4
2443711,2024-02-10T11:14:20.669855,24,66.01,4
2450917,2024-02-01T04:03:52.126193,7,28.39,4
2455761,2024-02-02T08:22:14.044383,9,3.76,1
2468845,2024-02-09T21:12:00.721859,1,58.92,4
2477115,2024-02-01T04:02:33.578838,6,58.45,3
2488939,2024-02-05T08:59:12.946332,10,51.00,4
2502170,2024-02-09T12:31:24.414323,18,11.94,2
2512911,2024-02-09T23:13:04.133917,27,65.88,3
2522909,2024-02-05T10:01:02.120177,26,13.78,1
2534849,2024-02-05T10:35:32.060054,7,32.90,4
2538193,2024-02-08T19:22:28.745690,12,41.62,4
2544404,2024-02-06T08:31:25.574944,15,45.66,4
2548583,2024-02-03T19:59:29.931861,10,44.32,3
2574032,2024-02-09T07:34:30.421609,6,61.85,2
2574634,2024-02-01T02:33:48.710817,22,15.30,2
2585860,2024-02-05T03:44:52.800200,25,8.89,1
2592907,2024-02-05T02:50:25.387103,5,55.38,5
2597674,2024-02-09T14:19:35.270881,14,68.34,4
2609315,2024-02-10T10:29:07.939712,6,77.10,4
2611578,2024-02-01T21:51:54.213385,23,28.15,4
2626045,2024-02-08T07:51:33.576742,7,11.80,2
2638813,2024-02-03T19:44:36.465642,21,41.38,4
2650103,2024-02-03T00:59:19.799418,26,27.96,1
2655950,2024-02-06T15:57:57.364179,9,30.90,3
2664037,2024-02-05T02:01:58.154481,13,15.09,2
2664468,2024-02-10T23:58:44.341496,17,87.63,5
2666893,2024-02-09T22:28:44.299830,11,73.90,4
2667635,2024-02-04T05:27:54.319136,11,18.55,1
2669359,2024-02-08T12:16:39.606610,4,34.40,1
2671318,2024-02-06T19:09:56.566281,23,31.57,4
2679221,2024-02-09T01:19:24.348924,28,42.61,3
2679921,2024-02-10T22:21:36.246781,22,76.53,4
2683379,2024-02-01T00:47:42.494863,6,77.98,5
2699451,2024-02-01T15:03:05.689600,8,40.33,3
2707353,2024-02-01T10:36:48.787090,11,54.87,4
2715612,2024-02-04T06:42:19.146901,17,27.32,1
2718448,2024-02-03T05:18:34.881000,30,63.84,5
2777903,2024-02-04T08:48:41.774396,5,70.21,4
2788270,2024-02-01T22:25:00.915384,22,70.49,4
2803866,2024-02-06T05:44:23.542552,9,63.71,3
2807931,2024-02-03T20:56:52.208445,25,79.51,4
2810367,2024-02-04T16:50:17.146243,30,18.90,1
2819049,2024-02-09T06:16:23.187712,9,18.46,2
2866169,2024-02-03T10:12:30.261859,20,22.35,1
2922649,2024-02-08T10:54:45.043033,2,52.06,3
2931593,2024-02-05T05:32:06.934411,27,60.98,3
2937738,2024-02-03T02:23:16.783761,29,16.04,2
2940354,2024-02-04T09:08:33.032406,20,22.58,3
2941539,2024-02-06T17:08:13.740734,19,68.87,3
2947440,2024-02-10T01:57:49.574140,16,13.64,1
2948199,2024-02-08T22:42:31.254150,23,125.96,4
2950425,2024-02-08T08:03:43.836942,25,26.48,1
2956599,2024-02-05T02:11:49.514825,27,33.32,2
3007888,2024-02-03T22:35:49.102881,28,88.41,5
3024425,2024-02-09T20:14:34.632773,7,60.09,5
3030927,2024-02-05T00:26:50.661898,26,24.27,2
3035748,2024-02-09T12:16:56.973047,17,18.90,1
3037964,2024-02-08T01:51:27.778686,18,35.58,5
3038045,2024-02-01T01:12:02.098043,18,4.70,1
3060953,2024-02-01T01:43:57.693466,6,33.96,1
3073831,2024-02-03T11:25:35.899518,28,19.86,1
3079210,2024-02-06T17:30:35.790048,17,12.00,1
3111428,2024-02-07T06:26:31.781651,15,71.25,2
3131837,2024-02-05T13:05:23.852824,15,84.75,5
3134166,2024-02-04T14:01:54.280529,28,18.90,1
3139625,2024-02-08T09:28:45.237244,30,78.97,5
3153156,2024-02-01T20:53:00.349959,26,76.15,4
3160278,2024-02-06T03:35:27.682080,10,20.24,2
3167851,2024-02-01T13:37:11.240352,4,39.58,2
3168832,2024-02-01T23:02:35.377124,22,11.60,1
3169089,2024-02-01T10:18:13.663818,6,69.46,4
3186789,2024-02-05T17:46:30.948194,11,32.21,4
3196193,2024-02-07T07:23:40.732075,16,9.00,2
3199554,2024-02-03T22:06:20.780478,28,22.22,2
3206443,2024-02-01T08:23:28.783387,13,22.24,2
3206479,2024-02-05T09:15:08.552639,22,1.92,1
3212238,2024-02-04T05:07:12.180054,19,7.37,1
3217707,2024-02-05T16:03:56.178379,14,48.82,4
3228450,2024-02-05T03:42:39.986293,24,36.85,1
3231448,2024-02-01T00:16:21.064911,19,7.37,1
3243263,2024-02-05T06:49:27.155553,23,18.64,1
3250599,2024-02-09T11:49:33.757326,16,83.69,5
3256049,2024-02-08T17:59:16.555315,15,27.86,2
3260443,2024-02-07T10:05:58.628115,11,25.50,2
3286809,2024-02-10T10:11:31.840931,14,19.93,2
3293225,2024-02-10T02:33:32.630523,9,98.85,4
3294510,2024-02-04T18:35:33.149627,25,67.28,3
3298630,2024-02-10T10:14:46.983041,29,73.84,3
3302519,2024-02-09T08:12:20.266835,1,58.55,4
3337274,2024-02-09T21:02:32.247788,9,64.23,3
3340591,2024-02-09T10:15:32.448898,15,33.61,3
3350007,2024-02-05T03:08:22.863063,15,44.30,3
3350757,2024-02-03T16:34:07.858637,20,26.56,2
3351170,2024-02-03T08:19:00.196505,14,23.12,1
3367169,2024-02-01T07:11:04.650729,2,15.36,2
3396934,2024-02-01T22:31:03.843965,24,51.35,4
3409486,2024-02-10T23:12:09.533457,11,31.42,4
3419041,2024-02-10T02:27:32.812859,5,11.24,4
3451829,2024-02-05T21:28:30.031728,16,84.58,4
3461178,2024-02-09T23:38:24.081559,16,69.43,5
3482295,2024-02-10T20:11:16.973331,27,9.10,1
3492948,2024-02-04T22:13:26.434869,28,38.78,4
3494331,2024-02-03T01:00:14.077807,12,88.52,3
3513529,2024-02-10T02:55:28.058936,4,9.60,1
3515236,2024-02-01T19:20:43.389684,18,47.62,3
3533575,2024-02-09T07:30:11.197543,19,29.46,3
3534266,2024-02-03T07:38:52.798041,15,9.90,1
3536975,2024-02-10T23:30:55.936344,5,12.15,2
3548729,2024-02-05T23:39:26.968266,3,17.33,4
3549325,2024-02-08T02:13:30.931595,26,51.07,4
3553229,2024-02-04T16:11:32.759934,12,34.70,4
3558674,2024-02-08T23:39:29.438016,26,16.53,1
3565847,2024-02-03T04:23:59.794267,20,9.35,2
3572794,2024-02-05T13:06:02.729131,27,65.82,5
3593496,2024-02-03T07:50:09.905893,23,11.95,2
3602666,2024-02-03T08:21:10.570292,11,48.84,3
3630336,2024-02-09T14:48:45.956716,24,68.50,5
3638280,2024-02-10T01:41:54.430797,4,78.39,5
3668513,2024-02-04T05:30:03.366585,13,75.19,4
3670277,2024-02-09T08:18:08.462441,12,56.13,4
3673838,2024-02-07T07:44:22.780039,6,65.58,3
3688632,2024-02-08T19:55:15.492838,21,50.20,5
3700071,2024-02-06T18:02:12.972811,26,90.49,3
3705391,2024-02-06T16:45:40.819670,23,71.06,3
3709380,2024-02-10T03:33:18.993300,25,16.65,3
3715648,2024-02-10T16:58:46.038092,29,5.78,1
3726885,2024-02-01T23:54:20.006697,21,36.40,4
3735347,2024-02-08T09:57:20.305155,29,28.39,3
3740934,2024-02-01T13:44:46.141129,20,16.20,3
3747041,2024-02-10T07:48:59.010194,15,57.73,3
3750773,2024-02-09T11:30:31.412834,18,80.78,5
3752794,2024-02-07T10:25:29.939586,25,54.78,4
3756629,2024-02-09T03:09:09.434908,19,37.80,4
3775106,2024-02-03T03:31:50.693544,6,67.84,5
3777587,2024-02-06T23:21:53.970383,8,11.36,1
3792568,2024-02-09T03:54:56.358435,1,72.84,5
3812418,2024-02-08T19:17:20.530462,4,22.78,3
3829872,2024-02-05T18:59:59.760515,8,27.74,2
3834607,2024-02-05T16:06:03.294904,7,25.40,2
3843816,2024-02-06T17:56:39.157028,3,37.46,3
3849607,2024-02-08T01:15:43.343785,6,27.13,2
3865201,2024-02-08T03:22:38.177961,22,47.56,2
3865227,2024-02-09T22:56:40.540145,10,58.96,5
3866858,2024-02-08T21:54:06.234226,18,30.71,3
3928981,2024-02-03T14:54:24.571429,21,26.67,1
3941428,2024-02-08T13:26:04.056087,19,38.89,3
3944347,2024-02-03T20:05:57.103456,20,63.30,5
3959749,2024-02-06T18:29:02.409261,3,13.65,1
3991261,2024-02-03T10:52:15.741199,17,67.78,3
4012978,2024-02-09T11:57:05.614013,21,44.05,4
4015228,2024-02-01T15:27:59.317624,3,73.58,5
4015633,2024-02-01T04:46:44.917415,26,29.70,3
4025229,2024-02-10T17:37:20.558966,17,36.71,4
4031518,2024-02-09T13:39:05.435941,18,4.70,1
4045901,2024-02-07T15:16:47.374215,23,24.25,2
4048369,2024-02-05T04:16:54.482140,12,51.91,3
4048617,2024-02-01T09:54:09.787692,18,10.80,1
4049923,2024-02-09T16:15:52.162183,11,5.68,1
4065837,2024-02-03T17:14:30.848295,26,56.30,5
4066268,2024-02-01T02:58:24.896688,10,25.60,3
4083508,2024-02-03T12:01:41.432287,30,92.10,5
4109330,2024-02-09T18:08:54.646901,20,29.04,4
4125294,2024-02-04T16:09:38.535459,15,55.34,4
4127681,2024-02-03T08:09:57.203972,30,47.65,4
4128006,2024-02-07T09:45:57.072544,22,0.94,1
4128597,2024-02-08T23:33:18.617043,28,25.21,3
4137200,2024-02-09T19:48:47.303333,1,16.98,1
4138216,2024-02-05T11:57:02.565759,10,40.50,2
4142946,2024-02-09T06:26:37.388916,1,9.90,1
4143797,2024-02-09T20:41:08.050673,3,34.13,2
4189113,2024-02-03T02:31:04.220352,17,8.00,1
4210831,2024-02-10T16:19:24.594505,8,5.76,1
4215540,2024-02-09T04:09:51.264817,4,13.02,2
4221331,2024-02-01T09:12:30.379191,29,81.06,3
4221473,2024-02-08T14:21:10.580326,27,61.75,3
4224595,2024-02-04T21:51:38.656794,9,89.38,5
4237258,2024-02-04T07:02:47.330614,4,10.96,1
4263919,2024-02-08T01:12:02.832554,4,18.33,2
4264936,2024-02-04T14:17:07.748676,11,49.63,5
4288103,2024-02-05T09:55:14.868102,6,25.97,2
4305531,2024-02-04T02:57:07.072814,15,61.50,2
4308667,2024-02-08T20:59:52.432570,18,17.70,2
4318997,2024-02-04T14:44:28.468156,25,40.59,2
4327796,2024-02-10T23:59:51.463716,17,17.20,1
4330650,2024-02-05T07:49:29.432261,1,60.65,3
4341073,2024-02-08T23:01:27.217151,30,28.54,3
4356129,2024-02-01T03:32:18.892226,11,28.40,1
4358630,2024-02-10T08:09:17.979342,10,29.55,3
4365079,2024-02-08T15:22:46.805042,29,60.30,5
4377677,2024-02-09T05:48:55.678343,30,5.68,1
4379725,2024-02-05T18:20:47.303661,4,51.93,2
4383445,2024-02-03T17:34:13.296588,30,41.52,3
4385250,2024-02-03T08:51:23.123436,29,6.00,1
4393516,2024-02-03T03:30:03.790389,12,51.09,4
4398054,2024-02-10T14:36:33.996259,23,17.68,1
4410457,2024-02-05T00:23:14.037141,14,91.10,5
4412278,2024-02-09T09:06:12.083013,15,35.13,3
4432877,2024-02-08T17:54:40.647780,9,75.24,4
4432887,2024-02-10T18:07:03.079069,13,54.56,5
4443430,2024-02-03T12:18:57.669357,27,17.84,1
4444851,2024-02-10T14:09:40.294289,6,50.17,5
4457181,2024-02-05T16:12:49.967130,29,26.48,1
4463384,2024-02-09T23:09:02.241513,13,5.78,1
4476200,2024-02-08T08:40:18.946856,2,17.05,1
4483879,2024-02-03T02:19:29.942016,1,69.80,3
4493860,2024-02-10T00:23:58.445551,19,48.28,3
4514428,2024-02-03T11:30:40.566941,2,47.90,2
4517502,2024-02-03T02:46:09.109722,15,11.84,2
4522643,2024-02-03T00:54:44.274940,18,2.26,1
4562843,2024-02-03T07:17:03.714380,21,74.33,4
4577173,2024-02-03T01:56:34.015821,27,13.85,3
4580199,2024-02-05T06:47:18.939275,12,31.22,2
4605116,2024-02-05T06:50:03.508734,23,82.15,3
4641158,2024-02-03T00:38:12.246007,28,54.00,4
4641349,2024-02-10T02:51:17.433170,16,46.82,4
4651409,2024-02-09T01:45:05.917832,2,28.40,1
4669952,2024-02-01T20:12:28.606602,2,46.16,4
4674234,2024-02-01T02:18:55.876688,14,53.54,4
4674439,2024-02-03T01:46:54.438773,16,13.47,2
4705384,2024-02-10T00:56:33.683119,7,91.17,5
4771056,2024-02-04T18:41:03.653378,17,40.51,3
4810722,2024-02-09T23:37:07.249931,13,44.26,3
4816208,2024-02-05T09:40:53.869561,16,51.03,4
4823041,2024-02-03T17:15:15.067715,22,20.99,2
4823794,2024-02-10T13:05:43.784675,26,73.26,5
4844422,2024-02-05T02:57:09.860141,21,70.56,5
4847565,2024-02-10T10:05:35.322479,25,17.05,1
4849586,2024-02-08T13:07:31.860521,25,19.26,2
4861798,2024-02-05T16:10:47.389440,12,47.04,5
4866662,2024-02-09T11:48:47.593601,3,46.44,2
4879535,2024-02-01T21:48:14.530610,8,23.98,2
4913260,2024-02-09T10:07:59.541904,11,9.60,1
4913539,2024-02-05T13:04:01.827908,27,72.24,4
4914465,2024-02-04T02:28:30.123881,12,59.26,5
4914923,2024-02-09T19:19:40.686401,7,38.78,2
4941529,2024-02-01T20:01:15.080374,15,65.98,5
4954608,2024-02-10T00:46:51.075165,26,51.85,2
4956510,2024-02-05T04:35:53.533184,9,52.09,5
4965058,2024-02-06T07:11:01.274646,16,18.20,1
4965074,2024-02-09T11:26:38.421858,30,19.80,1
4977763,2024-02-01T12:23:54.476561,28,55.24,2
4977890,2024-02-05T01:27:34.760913,19,84.45,4
4984738,2024-02-09T15:54:31.873114,20,44.41,2
4997155,2024-02-09T07:05:57.459934,20,64.41,4
5014758,2024-02-09T10:45:20.517964,18,60.37,5
5016084,2024-02-08T10:59:46.135406,10,67.68,3
5019253,2024-02-05T11:37:53.737037,24,41.71,4
5021874,2024-02-03T22:06:23.388192,23,56.68,4
5024068,2024-02-05T06:19:34.857259,10,103.08,3
5025930,2024-02-03T15:09:30.738251,25,15.85,3
5033037,2024-02-02T13:07:17.731953,21,29.48,4
5036800,2024-02-01T07:09:48.901350,1,108.46,5
5079757,2024-02-01T05:49:10.422522,12,19.86,1
5091612,2024-02-06T15:50:40.068190,28,23.20,1
5093319,2024-02-01T03:15:32.803108,8,25.31,3
